title,author,isbn,openLibraryId,url,description
""Between Jobs"",""W.R. Gingell"","""","""","""",
""Between Kings"",""W.R. Gingell"","""","""","""",
""Between Shifts"",""W.R. Gingell"","""",""OL33037640W"",""https://openlibrary.org/works/OL33037640W"",
""Between Walls"",""W.R. Gingell"","""","""","""",
""Between You and Me"",""Lisa    Hall"",""0008181233"","""","""",
""Beyond the Wand: The Magic & Mayhem of Growing Up a Wizard"",""Tom Felton"",""1538741369"","""","""","From the magical moments on set as Draco Malfoy to the challenges of growing up in the spotlight, get a backstage pass into Tom Felton's life on and off the big screen.

Tom Felton's adolescence was anything but ordinary. His early rise to fame in beloved films like The Borrowers catapulted him into the limelight, but nothing could prepare him for what was to come after he landed the iconic role of the Draco Malfoy, the bleached blonde villain of the Harry Potter movies. For the next ten years, he was at the center of a huge pop culture phenomenon and yet, in between filming, he would go back to being a normal teenager trying to fit into a normal school.

Speaking with great candor and his signature humor, Tom shares his experience growing up as part of the wizarding world while also trying to navigate the muggle world. He tells stories from his early days in the business like his first acting gig where he was mistaken for fellow blonde child actor Macaulay Culkin and his Harry Potter audition where, in a very Draco-like move, he fudged how well he knew the books the series was based on (not at all). He reflects on his experiences working with cinematic greats such as Alan Rickman, Sir Michael Gambon, Dame Maggie Smith, and Ralph Fiennes (including that awkward Voldemort hug). And, perhaps most poignantly, he discusses the lasting relationships he made over that decade of filming, including with Emma Watson, who started out as a pesky nine-year-old whom he mocked for not knowing what a boom mic was but who soon grew into one of his dearest friends. Then, of course, there are the highs and lows of fame and navigating life after such a momentous and life-changing experience.

Tom Felton's Beyond the Wand is an entertaining, funny, and poignant must-read for any Harry Potter fan. Prepare to meet a real-life wizard."
""Big Little Lies"",""Liane Moriarty"",""0399167064"","""","""","Pirriwee Public is a beautiful little beachside primary school where children are taught that ‘sharing is caring.’ So how has the annual School Trivia Night ended in full-blown riot? Sirens are wailing. People are screaming. The principal is mortified.
And one parent is dead.
Was it a murder, a tragic accident or just good parents gone bad? As the parents at Pirriwee Public are about to discover, sometimes it’s the little lies that turn out to be the most lethal…

Big Little Lies is a brilliant take on ex-husbands and second wives, mothers and daughters, school-yard scandal, and the dangerous little lies we tell ourselves just to survive. - author's website."
""Bitter Spirits"",""Jenn Bennett"",""0425269574"","""","""",
""Black Magic Sanction"",""Kim Harrison"",""0061138037"","""","""","In New York Times bestselling author Kim Harrison's most complex and nuanced adventure yet, bounty hunter and witch Rachel Morgan fights a deadly battle—mind, body, and soulBlack Magic SanctionRachel Morgan has fought and hunted vampires, werewolves, banshees, demons, and other supernatural dangers as both witch and bounty hunter—and lived to tell the tale. But she's never faced off against her own kind . . . until now. Denounced and shunned for dealing with demons and black magic, her best hope is life imprisonment—at worst, a forced lobotomy and genetic slavery. Only her enemies are strong enough to help her win her freedom, but trust comes hard when it hinges on the unscrupulous tycoon Trent Kalamack, the demon Algaliarept, and an ex-boyfriend turned thief.It takes a witch to catch a witch, but survival bears a heavy price."
""Bless Your Heart"",""Kimbra Swain"","""",""OL20213321W"",""https://openlibrary.org/works/OL20213321W"",
""Blood Bound"",""Patricia Briggs"",""0441014739"","""","""","Mechanic Mercy Thompson has friends in low places-and in dark ones. And now she owes one of them a favor. Since she can shapeshift at will, she agrees to act as some extra muscle when her vampire friend Stefan goes to deliver a message to another of his kind.But this new vampire is hardly ordinary-and neither is the demon inside of him."
""Blood Cross"",""Faith Hunter"",""0451463072"","""","""","""The Vampire Council of New Orleans has hired Jane to hunt and kill one of their own who has broken sacred ancient rules. But she quickly realizes that in a community that is thousands of years old, loyalties run deep. With the help of her witch best friend and local vigilantes, Jane finds herself caught between bitter rivalries--and closer than ever to the secret origin of the entire vampire race. But in a city of old grudges and dark magic, Jane will have to fight to protect both sides, even if no one will protect her.""--P.[4] of cover."
""Blood Heir"",""Amélie Wen Zhao"",""0525707794"","""","""",
""Blood Sugar"",""Sascha Rothchild"",""0593331540"","""","""",
""Bloodline Gypsy"",""Shirley Martin"","""",""OL30253981W"",""https://openlibrary.org/works/OL30253981W"",
""Bloodline Gypsy: Jook and Gypsies"",""Shirley A. Martin"","""","""","""",
""Blue Lily"," Lily Blue"",""Maggie Stiefvater"",""0545424968"","""","Though she is from a family of clairvoyants, Blue Sargent's only gift seems to be that she makes other people's talents stronger. When she meets Gansey, one of the boys from the expensive Aglionby Academy, she discovers that he has talents of his own--and that together their talents are a dangerous mix. Blue has a policy of staying away from Aglionby boys. Known as ""raven boys"", they can only mean trouble. For as long as she can remember, Blue has been warned that she will cause her true love to die. She never thought this would be a problem. But now, as her life becomes caught up in the strange and sinister world of the raven boys, she's not so sure anymore."
""Bone Crossed"",""Patricia Briggs"",""1841496863"","""","""","New in the #1 New York Times bestselling urban fantasy series.In a world where ""witches, vampires, werewolves, and shape-shifters live beside ordinary people"" (Booklist), it takes a very unusual woman to call it home. By day, Mercy Thompson is a car mechanic in Eastern Washington. By night, she explores her preternatural side. As a shape-shifter with some unusual talents, Mercy's found herself maintaining a tenuous harmony between the human and the not-so- human on more than one occasion. This time she may get more than she bargained for."
""Born of Fire"",""Sherrilyn Kenyon"",""0749908785"","""","""",
""Born of Night"",""Sherrilyn Kenyon"",""1429959908"",""OL16076186W"",""https://openlibrary.org/works/OL16076186W"",
""Bossypants"",""Tina Fey"","""",""OL15703704W"",""https://openlibrary.org/works/OL15703704W"",
""Bread and Jam for Frances (Frances the Badger)"",""Russell Hoban"",""0064430960"","""","""","""Jam on toast,"" sings Frances about the food she likes most--until she has it for the sixth meal in two days"
""Breaking Dawn"",""Stephenie Meyer"","""",""OL5720022W"",""https://openlibrary.org/works/OL5720022W"",
""Bridge to Terabithia"",""Katherine Paterson"",""0439366771"","""","""","The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm."
""Bright We Burn"",""Kiersten White"",""0553522418"",""OL19748557W"",""https://openlibrary.org/works/OL19748557W"",
""Brisingr"",""Christopher Paolini"",""0375826726"","""","""","OATHS SWORN . . . loyalties tested . . . forces collide.Following the colossal battle against the Empire's warriors on the Burning Plains, Eragon and his dragon, Saphira, have narrowly escaped with their lives. Still there is more at hand for the Rider and his dragon, as Eragon finds himself bound by a tangle of promises he may not be able to keep.First is Eragon's oath to his cousin Roran: to help rescue Roran's beloved, Katrina, from King Galbatorix's clutches. But Eragon owes his loyalty to others, too. The Varden are in desperate need of his talents and strength--as are the elves and dwarves. When unrest claims the rebels and danger strikes from every corner, Eragon must make choices-- choices that take him across the Empire and beyond, choices that may lead to unimagined sacrifice.Eragon is the greatest hope to rid the land of tyranny. Can this once-simple farm boy unite the rebel forces and defeat the king?From the Hardcover edition."
""Brooke Shields Is Not Allowed to Get Old: Thoughts on Aging as a Woman"",""Brooke Shields"","""","""","""",
""Bullet"",""Laurell K. Hamilton"",""0425234339"","""","""","Anita Blake is back in St. Louis and trying to live a normal life-as normal as possible for someone who is a legal vampire executioner and a U. S. Marshal. There are lovers, friends and their children, school programs to attend. In the midst of all the ordinary happiness a vampire from Anita's past reaches out. She was supposed to be dead, killed in an explosion, but the Mother of All Darkness is the first vampire, their dark creator. It's hard to kill a god. This dark goddess has reached out to her here-in St. Louis, home of everyone Anita loves most. The Mother of All Darkness has decided she has to act now or never, to control Anita, and all the vampires in America. 

The Mother of All Darkness believes that the triumvirate created by master vampire Jean-Claude with Anita and the werewolf Richard Zeeman has enough power for her to regain a body and to immigrate to the New World. But the body she wants to possess is already taken. Anita is about to learn a whole new meaning to sharing her body, one that has nothing to do with the bedroom. And if the Mother of All Darkness can't succeed in taking over Anita's body for herself, she means to see that no one else has the use of it, ever again. Even Belle Morte, not always a friend to Anita, has sent word: ""Run if you can."
""Burying Water"",""K.A. Tucker"",""1476774188"","""","""","""Left for dead in the fields of rural Oregon, a young woman defies all odds and survives--but she awakens with no idea who she is, or what happened to her. Refusing to answer to Jane Doe for another day, the woman renames herself Water for the tiny, hidden marking on her body--the only clue to her past. Taken in by old Ginny Fitzgerald, a crotchety but kind lady living on a nearby horse farm, Water slowly begins building a new life. But as she attempts to piece together the fleeting slivers of her memory, more questions emerge. Who is the next-door neighbor, quietly toiling under the hood of his Barracuda? Why won't Ginny let him step foot on her property? And why does Water feel she recognizes him? Twenty-four-year-old Jesse Welles doesn't know how long it will be before Water gets her memory back. For her sake, Jesse hopes the answer is never. He knows that she'll stay so much safer--and happier---that way. And that's why, as hard as it is, he needs to keep his distance. Because getting too close could flood her with harsh truths better left buried. The trouble is, water always seems to find its way to the surface""--cover p. 4."
""But Not the Hippopotamus"",""Sandra Boynton"",""0671449044"","""","""",
""By Any Other Name"",""Jodi Picoult"","""",""OL37569397W"",""https://openlibrary.org/works/OL37569397W"",
""Caraval"",""Stephanie Garber"",""1250095255"","""","""","A legendary competition.
A mesmerizing romance.
An unbreakable bond
between two sisters.

Scarlett Dragna has never left the tiny island where she and her sister, Tella, live with their powerful, and cruel, father. Now Scarlett’s father has arranged a marriage for her, and Scarlett thinks her dreams of seeing Caraval—the faraway, once-a-year performance where the audience participates in the show—are over.

But this year, Scarlett’s long-dreamt-of invitation finally arrives. With the help of a mysterious sailor, Tella whisks Scarlett away to the show. Only, as soon as they arrive, Tella is kidnapped by Caraval’s mastermind organizer, Legend. It turns out that this season’s Caraval revolves around Tella, and whoever finds her first is the winner.

Scarlett has been told that everything that happens during Caraval is only an elaborate performance. Nevertheless she becomes enmeshed in a game of love, heartbreak, and magic. And whether Caraval is real or not, Scarlett must find Tella before the five nights of the game are over or a dangerous domino effect of consequences will be set off, and her beloved sister will disappear forever.

Welcome, welcome to Caraval . . . beware of getting swept too far away."
